<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.19	13:30:00	3231.963	3233.242	3224.556	3232.600	7260	0	159
2025.05.19	13:45:00	3232.562	3234.751	3225.778	3229.999	5315	0	159
2025.05.19	14:00:00	3229.951	3231.361	3217.216	3222.872	7495	0	159
2025.05.19	14:15:00	3222.920	3233.332	3222.365	3231.320	4591	0	159
2025.05.19	14:30:00	3231.357	3236.240	3227.808	3229.724	3956	0	159
2025.05.19	14:45:00	3229.789	3236.055	3229.747	3233.939	3091	0	159
2025.05.19	15:00:00	3233.937	3236.245	3232.333	3235.109	3269	0	159
2025.05.19	15:15:00	3235.036	3235.807	3231.845	3234.429	2856	0	160
2025.05.19	15:30:00	3234.544	3235.289	3230.414	3232.567	2775	0	160
2025.05.19	15:45:00	3232.483	3239.846	3229.602	3231.662	3519	0	159
2025.05.19	16:00:00	3231.687	3232.156	3228.695	3230.591	2759	0	159
2025.05.19	16:15:00	3230.635	3231.461	3228.103	3228.885	2006	0	159
2025.05.19	16:30:00	3228.890	3234.152	3228.638	3231.867	1997	0	159
2025.05.19	16:45:00	3231.888	3234.278	3231.352	3231.903	2016	0	160
2025.05.19	17:00:00	3231.871	3232.560	3227.480	3229.967	1830	0	159
2025.05.19	17:15:00	3229.983	3231.629	3227.817	3230.655	2112	0	159
2025.05.19	17:30:00	3230.680	3233.257	3225.569	3225.659	2400	0	159
2025.05.19	17:45:00	3225.653	3229.332	3225.653	3226.413	2027	0	160
2025.05.19	18:00:00	3226.459	3229.613	3225.216	3228.199	1677	0	159
2025.05.19	18:15:00	3228.195	3234.029	3227.954	3233.976	1744	0	159
2025.05.19	18:30:00	3234.015	3235.189	3232.641	3234.173	1493	0	159
2025.05.19	18:45:00	3234.130	3234.656	3232.914	3233.528	1357	0	159
2025.05.19	19:00:00	3233.564	3235.614	3233.148	3235.295	1170	0	160
2025.05.19	19:15:00	3235.321	3235.866	3232.423	3234.219	1199	0	159
2025.05.19	19:30:00	3234.223	3234.292	3231.639	3232.795	1417	0	160
2025.05.19	19:45:00	3232.798	3233.879	3231.636	3233.010	1737	0	159
2025.05.19	20:00:00	3233.056	3233.789	3231.623	3232.127	1049	0	160
2025.05.19	20:15:00	3232.129	3232.256	3229.339	3229.545	1010	0	159
2025.05.19	20:30:00	3229.569	3231.017	3228.048	3231.017	1098	0	159
2025.05.19	20:45:00	3231.029	3232.002	3229.720	3230.334	1115	0	159
2025.05.19	22:00:00	3229.311	3230.416	3226.823	3226.845	1157	0	160
2025.05.19	22:15:00	3226.821	3227.555	3224.915	3226.972	1100	0	160
2025.05.19	22:30:00	3226.921	3227.779	3225.369	3226.494	948	0	160
2025.05.19	22:45:00	3226.469	3226.988	3224.589	3226.731	1032	0	160
2025.05.19	23:00:00	3226.730	3227.434	3221.052	3221.146	1663	0	160
2025.05.19	23:15:00	3221.194	3224.192	3220.877	3222.428	1204	0	160
2025.05.19	23:30:00	3222.401	3222.705	3219.097	3222.492	2149	0	159
2025.05.19	23:45:00	3222.502	3224.099	3221.979	3222.532	1356	0	159
2025.05.20	00:00:00	3222.561	3224.249	3220.412	3220.412	2580	0	159
2025.05.20	00:15:00	3220.453	3220.944	3217.027	3219.097	2490	0	159
2025.05.20	00:30:00	3219.164	3221.089	3214.064	3220.765	3344	0	159
2025.05.20	00:45:00	3220.809	3223.282	3219.091	3222.801	2730	0	159
2025.05.20	01:00:00	3222.807	3229.547	3222.807	3228.317	4680	0	160
2025.05.20	01:15:00	3228.278	3230.502	3223.049	3225.675	3801	0	159
2025.05.20	01:30:00	3225.706	3232.810	3225.137	3227.378	3453	0	159
2025.05.20	01:45:00	3227.413	3227.451	3220.539	3221.119	2859	0	159
2025.05.20	02:00:00	3221.130	3223.056	3213.672	3216.039	3851	0	159
2025.05.20	02:15:00	3216.000	3217.185	3210.729	3211.043	3706	0	159
2025.05.20	02:30:00	3211.084	3213.954	3208.038	3210.235	3423	0	159
2025.05.20	02:45:00	3210.194	3212.799	3206.386	3206.722	4003	0	159
2025.05.20	03:00:00	3206.678	3212.510	3204.521	3211.198	3576	0	159
2025.05.20	03:15:00	3211.187	3214.184	3210.091	3212.575	2004	0	159
2025.05.20	03:30:00	3212.619	3213.713	3207.106	3211.898	3736	0	159
2025.05.20	03:45:00	3211.884	3213.748	3210.629	3211.411	1781	0	159
2025.05.20	04:00:00	3211.394	3214.167	3211.326	3213.439	1682	0	160
2025.05.20	04:15:00	3213.333	3214.989	3211.219	3212.980	2237	0	159
2025.05.20	04:30:00	3213.016	3213.888	3211.187	3212.724	2121	0	160
2025.05.20	04:45:00	3212.798	3218.011	3212.611	3217.189	1864	0	160
2025.05.20	05:00:00	3217.210	3219.795	3214.329	3215.228	2708	0	159
2025.05.20	05:15:00	3215.255	3216.907	3213.901	3215.556	1832	0	159
2025.05.20	05:30:00	3215.543	3218.548	3210.294	3211.615	3069	0	159
2025.05.20	05:45:00	3211.601	3214.325	3209.885	3213.759	2883	0	159
2025.05.20	06:00:00	3213.724	3218.374	3209.349	3216.761	3246	0	159
2025.05.20	06:15:00	3216.797	3219.257	3213.415	3215.382	2983	0	159
2025.05.20	06:30:00	3215.338	3215.505	3208.740	3210.179	2861	0	159
2025.05.20	06:45:00	3210.091	3210.913	3208.615	3209.793	2372	0	159
2025.05.20	07:00:00	3209.840	3213.074	3207.946	3210.567	2737	0	159
2025.05.20	07:15:00	3210.584	3217.288	3210.515	3215.947	2252	0	159
2025.05.20	07:30:00	3215.966	3223.730	3214.653	3222.407	2595	0	160
2025.05.20	07:45:00	3222.436	3225.430	3220.294	3222.843	2971	0	160
2025.05.20	08:00:00	3222.819	3224.434	3219.218	3220.284	2462	0	159
2025.05.20	08:15:00	3220.334	3222.664	3218.328	3222.139	2301	0	160
2025.05.20	08:30:00	3222.176	3228.620	3222.140	3227.591	2751	0	159
2025.05.20	08:45:00	3227.617	3235.931	3227.617	3235.931	2705	0	159
2025.05.20	09:00:00	3235.955	3237.718	3230.522	3233.399	4856	0	159
2025.05.20	09:15:00	3233.397	3239.391	3233.342	3236.042	2734	0	159
2025.05.20	09:30:00	3235.984	3238.662	3233.067	3234.962	2774	0	159
2025.05.20	09:45:00	3235.049	3236.963	3233.601	3236.436	1634	0	159
2025.05.20	10:00:00	3236.403	3236.887	3232.294	3234.209	1603	0	160
2025.05.20	10:15:00	3234.193	3234.847	3231.897	3233.369	1410	0	160
2025.05.20	10:30:00	3233.376	3236.557	3232.852	3236.053	1439	0	160
2025.05.20	10:45:00	3236.036	3238.418	3235.015	3235.354	1720	0	159
2025.05.20	11:00:00	3235.314	3238.665	3235.140	3238.121	1606	0	160
2025.05.20	11:15:00	3238.156	3240.657	3237.394	3239.698	1637	0	159
2025.05.20	11:30:00	3239.659	3241.326	3236.959	3238.853	1899	0	160
2025.05.20	11:45:00	3238.818	3241.611	3238.151	3241.138	1659	0	159
2025.05.20	12:00:00	3241.221	3242.104	3235.973	3236.502	2032	0	160
2025.05.20	12:15:00	3236.469	3241.662	3234.380	3241.351	2587	0	159
2025.05.20	12:30:00	3241.393	3250.823	3241.266	3246.090	4171	0	159
2025.05.20	12:45:00	3246.138	3247.723	3240.749	3242.867	3766	0	159
2025.05.20	13:00:00	3242.749	3242.749	3232.804	3236.460	6935	0	159
2025.05.20	13:15:00	3236.514	3238.984	3234.919	3237.194	3602	0	159
2025.05.20	13:30:00	3237.095	3245.510	3236.602	3241.505	6372	0	159
2025.05.20	13:45:00	3241.535	3261.710	3241.359	3261.035	6829	0	159
2025.05.20	14:00:00	3261.217	3281.253	3260.709	3278.457	11635	0	159
2025.05.20	14:15:00	3278.482	3285.837	3276.111	3279.871	10186	0	159
2025.05.20	14:30:00	3279.861	3285.278	3274.427	3281.697	8346	0	159
2025.05.20	14:45:00	3281.669	3284.050	3279.272	3282.560	4643	0	159
2025.05.20	15:00:00	3282.596	3283.586	3273.342	3279.099	6497	0	159
2025.05.20	15:15:00	3279.067	3282.554	3276.463	3277.977	5011	0	159
2025.05.20	15:30:00	3278.019	3281.097	3276.276	3280.392	2772	0	159
2025.05.20	15:45:00	3280.440	3281.592	3276.078	3277.264	2713	0	159
2025.05.20	16:00:00	3277.239	3282.535	3277.040	3280.966	2460	0	160
2025.05.20	16:15:00	3280.951	3282.596	3278.289	3278.396	2121	0	159
2025.05.20	16:30:00	3278.372	3279.893	3275.204	3279.782	2344	0	159
2025.05.20	16:45:00	3279.757	3280.322	3276.747	3278.812	2092	0	159
2025.05.20	17:00:00	3278.787	3283.455	3278.305	3281.105	1941	0	159
2025.05.20	17:15:00	3281.128	3285.185	3280.326	3282.279	2284	0	160
2025.05.20	17:30:00	3282.201	3286.655	3282.021	3284.916	2193	0	160
2025.05.20	17:45:00	3284.887	3287.838	3284.056	3286.428	2143	0	159
2025.05.20	18:00:00	3286.453	3287.420	3285.084	3286.176	1722	0	159
2025.05.20	18:15:00	3286.186	3289.708	3284.189	3288.370	2116	0	160
2025.05.20	18:30:00	3288.343	3288.712	3286.276	3287.507	2028	0	159
2025.05.20	18:45:00	3287.541	3289.012	3287.368	3287.646	1776	0	159
2025.05.20	19:00:00	3287.683	3289.017	3287.290	3288.266	1899	0	160
2025.05.20	19:15:00	3288.309	3290.947	3287.922	3289.690	1620	0	160
2025.05.20	19:30:00	3289.722	3291.995	3289.129	3291.135	1485	0	159
2025.05.20	19:45:00	3291.179	3295.191	3290.922	3294.078	2195	0	159
2025.05.20	20:00:00	3294.130	3295.744	3293.554	3295.313	1452	0	159
2025.05.20	20:15:00	3295.265	3295.332	3290.041	3290.480	1601	0	160
2025.05.20	20:30:00	3290.526	3291.728	3289.243	3290.435	1346	0	159
2025.05.20	20:45:00	3290.398	3291.242	3289.622	3289.937	983	0	160
2025.05.20	22:00:00	3291.680	3304.072	3290.809	3299.697	3728	0	159
2025.05.20	22:15:00	3299.671	3301.161	3295.354	3296.144	3722	0	159
2025.05.20	22:30:00	3296.142	3297.652	3292.886	3293.156	2628	0	159
2025.05.20	22:45:00	3293.113	3298.143	3293.113	3296.880	1727	0	159
2025.05.20	23:00:00	3296.808	3296.878	3289.143	3292.516	3003	0	159
2025.05.20	23:15:00	3292.574	3293.547	3290.250	3292.206	1869	0	159
2025.05.20	23:30:00	3292.217	3293.070	3288.505	3292.037	2576	0	159
2025.05.20	23:45:00	3292.036	3292.440	3290.465	3290.695	1743	0	159
2025.05.21	00:00:00	3290.734	3296.307	3288.959	3294.661	2477	0	159
2025.05.21	00:15:00	3294.691	3297.267	3292.365	3295.751	2631	0	159
2025.05.21	00:30:00	3295.815	3304.229	3295.815	3302.107	3174	0	159
2025.05.21	00:45:00	3302.099	3303.805	3300.553	3303.386	3270	0	159
2025.05.21	01:00:00	3303.426	3314.680	3297.443	3297.822	9177	0	159
2025.05.21	01:15:00	3297.780	3299.081	3285.420	3289.424	7661	0	159
2025.05.21	01:30:00	3289.332	3295.852	3286.589	3294.087	4572	0	159
2025.05.21	01:45:00	3294.119	3299.347	3292.344	3294.597	3560	0	159
2025.05.21	02:00:00	3294.566	3298.313	3289.307	3297.660	4677	0	159
2025.05.21	02:15:00	3297.626	3297.626	3291.838	3294.519	3224	0	160
2025.05.21	02:30:00	3294.560	3304.931	3293.500	3303.660	3553	0	159
2025.05.21	02:45:00	3303.740	3305.305	3300.146	3301.736	3145	0	159
2025.05.21	03:00:00	3301.733	3303.925	3299.164	3303.168	2391	0	160
2025.05.21	03:15:00	3303.198	3308.141	3302.145	3307.717	2552	0	159
2025.05.21	03:30:00	3307.761	3308.467	3305.681	3307.080	2162	0	159
2025.05.21	03:45:00	3307.121	3309.762	3305.657	3307.544	2043	0	160
2025.05.21	04:00:00	3307.505	3308.294	3304.189	3305.117	1887	0	159
2025.05.21	04:15:00	3305.122	3307.032	3302.558	3304.071	1899	0	159
2025.05.21	04:30:00	3304.123	3306.451	3301.927	3304.682	2009	0	159
2025.05.21	04:45:00	3304.719	3306.128	3301.161	3302.143	1624	0	160
2025.05.21	05:00:00	3302.104	3302.104	3298.404	3299.993	1877	0	159
2025.05.21	05:15:00	3300.012	3303.039	3298.985	3302.615	1741	0	159
2025.05.21	05:30:00	3302.636	3313.273	3300.421	3312.554	4081	0	159
2025.05.21	05:45:00	3312.590	3319.643	3310.948	3316.441	4574	0	159
2025.05.21	06:00:00	3316.415	3317.378	3310.737	3314.495	3698	0	159
2025.05.21	06:15:00	3314.603	3318.755	3312.474	3318.709	3382	0	159
2025.05.21	06:30:00	3318.740	3320.234	3315.201	3319.246	4152	0	159
2025.05.21	06:45:00	3319.202	3320.739	3316.324	3320.024	2851	0	160
2025.05.21	07:00:00	3319.985	3320.107	3311.324	3311.557	3172	0	159
2025.05.21	07:15:00	3311.574	3313.767	3308.203	3312.573	3489	0	159
2025.05.21	07:30:00	3312.565	3315.315	3311.192	3314.657	2173	0	159
2025.05.21	07:45:00	3314.633	3314.633	3307.740	3309.906	2818	0	159
2025.05.21	08:00:00	3309.933	3311.140	3303.946	3305.256	3081	0	159
2025.05.21	08:15:00	3305.246	3309.915	3304.498	3307.078	2673	0	160
2025.05.21	08:30:00	3307.081	3312.279	3305.562	3309.072	2297	0	160
2025.05.21	08:45:00	3308.989	3310.579	3307.814	3308.507	2334	0	159
2025.05.21	09:00:00	3308.517	3311.372	3307.133	3307.697	2322	0	159
2025.05.21	09:15:00	3307.652	3312.049	3307.364	3310.753	1986	0	160
2025.05.21	09:30:00	3310.755	3312.380	3307.528	3307.528	2684	0	159
2025.05.21	09:45:00	3307.572	3313.572	3307.122	3313.572	2076	0	159
2025.05.21	10:00:00	3313.525	3314.161	3310.696	3311.330	1922	0	159
2025.05.21	10:15:00	3311.374	3317.768	3311.028	3316.461	2401	0	159
2025.05.21	10:30:00	3316.403	3318.297	3311.080	3311.147	2859	0	159
2025.05.21	10:45:00	3311.116	3312.380	3308.568	3311.708	2416	0	159
2025.05.21	11:00:00	3311.725	3316.426	3308.544	3309.859	2731	0	159
2025.05.21	11:15:00	3309.830	3312.629	3309.386	3312.567	2164	0	159
2025.05.21	11:30:00	3312.593	3313.107	3306.704	3307.803	2456	0	159
2025.05.21	11:45:00	3307.691	3312.380	3306.467	3311.217	2556	0	159
2025.05.21	12:00:00	3311.202	3312.664	3307.970	3309.708	3826	0	159
2025.05.21	12:15:00	3309.775	3311.550	3290.693	3295.799	6164	0	159
2025.05.21	12:30:00	3295.853	3299.543	3290.918	3298.835	8185	0	159
2025.05.21	12:45:00	3298.794	3304.169	3297.135	3302.621	3976	0	159
2025.05.21	13:00:00	3302.648	3306.258	3299.861	3305.629	5118	0	159
2025.05.21	13:15:00	3305.609	3307.392	3300.507	3304.464	4394	0	159
2025.05.21	13:30:00	3304.430	3309.535	3301.185	3305.079	5936	0	159
2025.05.21	13:45:00	3305.072	3306.398	3295.439	3303.575	6569	0	159
2025.05.21	14:00:00	3303.593	3303.995	3295.239	3298.837	7822	0	159
2025.05.21	14:15:00	3298.794	3307.509	3298.202	3306.316	4331	0	159
2025.05.21	14:30:00	3306.270	3306.270	3301.864	3303.411	3348	0	159
2025.05.21	14:45:00	3303.485	3307.764	3301.740	3304.364	3571	0	159
2025.05.21	15:00:00	3304.390	3313.317	3303.530	3312.103	4101	0	159
2025.05.21	15:15:00	3312.157	3315.197	3310.838	3311.769	3716	0	159
2025.05.21	15:30:00	3311.781	3313.386	3308.977	3312.037	3322	0	159
2025.05.21	15:45:00	3312.036	3313.851	3310.787	3311.978	2379	0	160
2025.05.21	16:00:00	3311.990	3314.675	3310.101	3312.500	2467	0	160
2025.05.21	16:15:00	3312.534	3313.668	3309.532	3309.863	2191	0	160
2025.05.21	16:30:00	3309.904	3310.723	3304.110	3305.835	2795	0	159
2025.05.21	16:45:00	3305.874	3307.855	3302.765	3303.074	2468	0	159
2025.05.21	17:00:00	3303.160	3311.216	3302.811	3311.144	2271	0	159
2025.05.21	17:15:00	3311.180	3315.547	3309.407	3310.907	4070	0	159
2025.05.21	17:30:00	3310.961	3314.357	3306.573	3313.346	5133	0	159
2025.05.21	17:45:00	3313.381	3316.362	3312.171	3316.362	2712	0	159
2025.05.21	18:00:00	3316.394	3316.445	3311.908	3313.089	2273	0	159
2025.05.21	18:15:00	3313.095	3314.985	3312.041	3313.944	2114	0	159
2025.05.21	18:30:00	3313.982	3316.262	3313.463	3315.318	1792	0	160
2025.05.21	18:45:00	3315.308	3315.910	3312.217	3314.332	1877	0	159
2025.05.21	19:00:00	3314.359	3324.241	3314.359	3322.821	2684	0	159
2025.05.21	19:15:00	3322.837	3324.897	3320.883	3324.608	2626	0	160
2025.05.21	19:30:00	3324.608	3324.794	3320.096	3322.410	2389	0	159
2025.05.21	19:45:00	3322.408	3323.735	3317.010	3318.389	2574	0	159
2025.05.21	20:00:00	3318.423	3319.857	3316.025	3316.168	1566	0	160
2025.05.21	20:15:00	3316.130	3317.822	3313.164	3317.523	1977	0	159
2025.05.21	20:30:00	3317.567	3317.952	3314.072	3315.733	1768	0	160
2025.05.21	20:45:00	3315.756	3316.930	3313.702	3315.567	1116	0	160
2025.05.21	22:00:00	3319.029	3320.340	3315.668	3317.361	1548	0	159
2025.05.21	22:15:00	3317.328	3321.102	3315.616	3319.564	2050	0	159
2025.05.21	22:30:00	3319.584	3319.752	3315.583	3318.259	1939	0	160
2025.05.21	22:45:00	3318.218	3319.244	3316.774	3317.967	1335	0	159
2025.05.21	23:00:00	3317.960	3321.473	3317.769	3320.899	2006	0	160
2025.05.21	23:15:00	3320.953	3323.636	3319.761	3322.479	1403	0	160
2025.05.21	23:30:00	3322.524	3324.213	3320.593	3322.247	1659	0	160
2025.05.21	23:45:00	3322.283	3322.684	3317.260	3320.085	1916	0	159
2025.05.22	00:00:00	3320.121	3326.302	3320.121	3323.804	2696	0	159
2025.05.22	00:15:00	3323.762	3324.085	3319.389	3320.422	2696	0	159
2025.05.22	00:30:00	3320.462	3323.785	3319.823	3323.551	2069	0	160
2025.05.22	00:45:00	3323.516	3325.690	3321.037	3323.774	2555	0	159
2025.05.22	01:00:00	3323.780	3329.823	3320.351	3327.352	5075	0	159
2025.05.22	01:15:00	3327.321	3339.204	3325.714	3338.316	4687	0	159
2025.05.22	01:30:00	3338.383	3342.933	3336.310	3342.714	4799	0	159
2025.05.22	01:45:00	3342.747	3342.942	3337.361	3338.147	4457	0	159
2025.05.22	02:00:00	3338.095	3341.250	3336.523	3340.366	3866	0	159
2025.05.22	02:15:00	3340.376	3340.716	3336.554	3337.307	3037	0	159
2025.05.22	02:30:00	3337.287	3343.798	3337.032	3343.518	2995	0	159
2025.05.22	02:45:00	3343.548	3344.736	3339.543	3341.187	2879	0	159
2025.05.22	03:00:00	3341.200	3343.856	3338.446	3342.534	3138	0	159
2025.05.22	03:15:00	3342.514	3345.472	3340.178	3340.178	2382	0	159
2025.05.22	03:30:00	3340.188	3340.878	3337.795	3339.452	2024	0	159
2025.05.22	03:45:00	3339.492	3339.638	3334.868	3335.440	2006	0	159
2025.05.22	04:00:00	3335.451	3336.443	3332.718	3335.188	2425	0	160
2025.05.22	04:15:00	3335.221	3337.282	3334.941	3336.924	1321	0	160
2025.05.22	04:30:00	3336.836	3337.905	3334.955	3336.478	1786	0	159
2025.05.22	04:45:00	3336.436	3339.157	3336.183	3338.574	1565	0	159
2025.05.22	05:00:00	3338.595	3339.533	3336.226	3336.624	1454	0	159
2025.05.22	05:15:00	3336.626	3338.896	3336.026	3337.872	1244	0	160
2025.05.22	05:30:00	3337.761	3339.238	3335.452	3336.019	2261	0	159
2025.05.22	05:45:00	3335.904	3335.970	3326.198	3332.309	3873	0	159
2025.05.22	06:00:00	3332.276	3335.723	3332.276	3333.236	2954	0	159
2025.05.22	06:15:00	3333.297	3333.957	3327.547	3331.768	2920	0	159
2025.05.22	06:30:00	3331.761	3333.311	3329.045	3330.814	3173	0	159
2025.05.22	06:45:00	3330.855	3332.033	3325.538	3326.475	2725	0	159
2025.05.22	07:00:00	3326.511	3327.640	3324.042	3325.593	2773	0	160
2025.05.22	07:15:00	3325.522	3331.268	3322.607	3329.886	3130	0	159
2025.05.22	07:30:00	3329.985	3330.511	3325.819	3328.201	4389	0	159
2025.05.22	07:45:00	3328.137	3330.650	3327.193	3327.621	2178	0	159
2025.05.22	08:00:00	3327.636	3329.840	3325.516	3326.941	3690	0	159
2025.05.22	08:15:00	3326.914	3326.914	3317.788	3318.775	3776	0	159
2025.05.22	08:30:00	3318.610	3318.700	3311.018	3314.926	4309	0	159
2025.05.22	08:45:00	3314.869	3315.480	3310.167	3311.228	3952	0	159
2025.05.22	09:00:00	3311.272	3313.917	3306.845	3311.197	4672	0	159
2025.05.22	09:15:00	3311.119	3311.211	3304.365	3306.630	3845	0	159
2025.05.22	09:30:00	3306.579	3309.843	3306.126	3308.529	2930	0	159
2025.05.22	09:45:00	3308.481	3309.874	3304.098	3304.749	2269	0	159
2025.05.22	10:00:00	3304.709	3307.514	3301.568	3304.784	3365	0	159
2025.05.22	10:15:00	3304.823	3305.369	3298.553	3299.360	3057	0	159
2025.05.22	10:30:00	3299.313	3299.799	3290.550	3299.377	5112	0	159
2025.05.22	10:45:00	3299.378	3300.609	3288.476	3289.694	4679	0	159
2025.05.22	11:00:00	3289.669	3293.815	3282.977	3293.165	6431	0	159
2025.05.22	11:15:00	3293.192	3296.801	3291.490	3294.696	3768	0	159
2025.05.22	11:30:00	3294.659	3300.670	3291.380	3299.969	3538	0	159
2025.05.22	11:45:00	3299.930	3314.721	3298.824	3314.466	5466	0	159
2025.05.22	12:00:00	3314.428	3314.526	3305.753	3307.068	6136	0	159
2025.05.22	12:15:00	3307.149	3312.676	3305.527	3310.675	4848	0	159
2025.05.22	12:30:00	3310.776	3311.454	3302.745	3306.788	5375	0	159
2025.05.22	12:45:00	3306.789	3308.091	3300.907	3304.181	5186	0	159
2025.05.22	13:00:00	3304.134	3315.011	3304.134	3314.852	6057	0	159
2025.05.22	13:15:00	3314.747	3315.775	3309.346	3310.977	4646	0	159
2025.05.22	13:30:00	3311.006	3313.289	3305.672	3309.925	8079	0	159
2025.05.22	13:45:00	3310.022	3310.022	3286.905	3287.816	10596	0	159
2025.05.22	14:00:00	3287.774	3295.496	3279.252	3290.100	8461	0	159
2025.05.22	14:15:00	3290.061	3298.610	3287.307	3297.433	5664	0	159
2025.05.22	14:30:00	3297.489	3302.933	3295.414	3302.423	4129	0	159
2025.05.22	14:45:00	3302.473	3304.565	3296.667	3296.997	4153	0	159
2025.05.22	15:00:00	3296.961	3298.803	3281.474	3289.485	7856	0	159
2025.05.22	15:15:00	3289.527	3294.659	3289.527	3294.258	4771	0	159
2025.05.22	15:30:00	3294.302	3295.777	3288.598	3292.217	3637	0	159
2025.05.22	15:45:00	3292.316	3295.476	3291.717	3294.675	3541	0	160
2025.05.22	16:00:00	3294.722	3296.684	3291.079	3293.835	3668	0	159
2025.05.22	16:15:00	3293.879	3299.866	3293.681	3299.687	2730	0	159
2025.05.22	16:30:00	3299.695	3304.794	3298.212	3302.629	2580	0	160
2025.05.22	16:45:00	3302.666	3304.860	3300.586	3301.598	2489	0	160
2025.05.22	17:00:00	3301.582	3301.778	3297.233	3298.361	2671	0	159
2025.05.22	17:15:00	3298.334	3300.630	3293.007	3295.796	3116	0	159
2025.05.22	17:30:00	3295.836	3297.442	3290.167	3295.169	2854	0	160
2025.05.22	17:45:00	3295.206	3298.922	3293.539	3296.683	2730	0	160
2025.05.22	18:00:00	3296.660	3298.881	3295.757	3297.787	2105	0	160
2025.05.22	18:15:00	3297.750	3297.750	3292.898	3294.873	1958	0	159
2025.05.22	18:30:00	3294.812	3295.556	3292.311	3294.018	1913	0	159
2025.05.22	18:45:00	3294.049	3296.003	3293.535	3293.886	1708	0	159
2025.05.22	19:00:00	3293.924	3297.165	3293.924	3295.652	1640	0	159
2025.05.22	19:15:00	3295.652	3296.559	3288.982	3290.236	1786	0	159
2025.05.22	19:30:00	3290.181	3294.273	3289.396	3293.234	2049	0	160
2025.05.22	19:45:00	3293.221	3293.547	3290.092	3290.270	2227	0	159
2025.05.22	20:00:00	3290.339	3292.036	3289.593	3291.169	1362	0	160
2025.05.22	20:15:00	3291.129	3293.498	3290.911	3293.113	1177	0	160
2025.05.22	20:30:00	3293.111	3294.883	3292.550	3293.296	1431	0	159
2025.05.22	20:45:00	3293.290	3295.624	3293.150	3294.610	980	0	159
2025.05.22	22:00:00	3295.987	3298.367	3295.381	3296.595	1296	0	160
2025.05.22	22:15:00	3296.581	3298.678	3295.144	3298.411	996	0	159
2025.05.22	22:30:00	3298.463	3298.467	3295.182	3297.881	1138	0	160
2025.05.22	22:45:00	3297.838	3299.421	3296.227	3297.679	1199	0	160
2025.05.22	23:00:00	3297.716	3301.780	3297.576	3299.269	1564	0	159
2025.05.22	23:15:00	3299.263	3299.479	3297.310	3299.229	1163	0	160
2025.05.22	23:30:00	3299.199	3300.204	3298.058	3298.726	1084	0	160
2025.05.22	23:45:00	3298.754	3301.990	3298.754	3300.146	1420	0	159
2025.05.23	00:00:00	3300.172	3301.057	3293.421	3299.993	3360	0	160
2025.05.23	00:15:00	3300.039	3305.783	3300.039	3303.234	2812	0	159
2025.05.23	00:30:00	3303.219	3308.908	3302.782	3302.888	3657	0	159
2025.05.23	00:45:00	3302.918	3303.966	3286.942	3301.000	7350	0	159
2025.05.23	01:00:00	3301.031	3306.532	3297.881	3303.318	5905	0	159
2025.05.23	01:15:00	3303.372	3305.327	3299.379	3304.000	3793	0	160
2025.05.23	01:30:00	3303.968	3305.023	3295.907	3304.369	4626	0	159
2025.05.23	01:45:00	3304.370	3305.628	3301.198	3305.165	3049	0	159
2025.05.23	02:00:00	3305.237	3305.376	3297.187	3299.235	3164	0	159
2025.05.23	02:15:00	3299.262	3300.373	3293.867	3294.303	2436	0	159
2025.05.23	02:30:00	3294.265	3298.002	3291.151	3293.986	3631	0	159
2025.05.23	02:45:00	3293.939	3298.240	3290.949	3296.934	2314	0	159
2025.05.23	03:00:00	3296.826	3300.245	3296.502	3298.925	2240	0	160
2025.05.23	03:15:00	3298.927	3300.231	3297.030	3298.328	2065	0	159
2025.05.23	03:30:00	3298.303	3301.651	3297.872	3301.141	1722	0	160
2025.05.23	03:45:00	3301.172	3303.424	3299.412	3302.070	1694	0	160
2025.05.23	04:00:00	3302.097	3306.393	3301.915	3306.031	1784	0	159
2025.05.23	04:15:00	3306.055	3313.649	3305.921	3311.900	2646	0	160
2025.05.23	04:30:00	3311.872	3314.681	3311.872	3313.870	2051	0	160
2025.05.23	04:45:00	3313.767	3316.186	3312.936	3313.667	1954	0	160
2025.05.23	05:00:00	3313.562	3318.112	3312.496	3317.916	1773	0	159
2025.05.23	05:15:00	3317.878	3321.972	3316.607	3320.213	3114	0	159
2025.05.23	05:30:00	3320.259	3321.139	3316.512	3317.443	3467	0	159
2025.05.23	05:45:00	3317.410	3325.679	3317.410	3323.926	3111	0	159
2025.05.23	06:00:00	3323.825	3330.318	3323.007	3328.438	3617	0	159
2025.05.23	06:15:00	3328.328	3330.187	3324.376	3325.911	3189	0	159
2025.05.23	06:30:00	3325.950	3328.672	3325.244	3328.480	2581	0	159
2025.05.23	06:45:00	3328.499	3332.048	3328.412	3331.037	3182	0	159
2025.05.23	07:00:00	3331.075	3332.904	3326.773	3330.020	3179	0	159
2025.05.23	07:15:00	3330.100	3332.218	3329.043	3330.897	2363	0	159
2025.05.23	07:30:00	3330.888	3331.722	3328.719	3331.283	1961	0	159
2025.05.23	07:45:00	3331.290	3334.502	3329.145	3329.145	2640	0	159
2025.05.23	08:00:00	3329.191	3329.471	3325.529	3329.139	2558	0	160
2025.05.23	08:15:00	3329.108	3329.435	3322.548	3322.960	2337	0	159
