<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.30	10:00:00	3798.749	3806.573	3798.201	3803.269	4110	0	160
2025.09.30	10:15:00	3803.294	3809.971	3802.975	3804.156	3902	0	160
2025.09.30	10:30:00	3804.203	3810.375	3803.171	3809.525	2881	0	160
2025.09.30	10:45:00	3809.500	3814.577	3809.289	3812.125	4061	0	160
2025.09.30	11:00:00	3812.012	3813.542	3806.487	3806.667	3908	0	160
2025.09.30	11:15:00	3806.711	3810.192	3804.313	3809.663	3883	0	160
2025.09.30	11:30:00	3809.641	3817.487	3808.125	3814.890	3402	0	160
2025.09.30	11:45:00	3814.908	3817.839	3812.867	3815.189	3058	0	160
2025.09.30	12:00:00	3815.128	3816.578	3810.826	3816.214	4211	0	160
2025.09.30	12:15:00	3816.181	3816.653	3811.537	3813.835	4846	0	160
2025.09.30	12:30:00	3813.807	3817.037	3808.828	3810.845	4995	0	160
2025.09.30	12:45:00	3810.802	3821.623	3810.381	3819.405	5114	0	160
2025.09.30	13:00:00	3819.357	3820.234	3813.694	3816.760	5396	0	160
2025.09.30	13:15:00	3816.732	3819.344	3811.485	3815.160	5037	0	160
2025.09.30	13:30:00	3815.238	3825.224	3812.423	3824.790	7432	0	160
2025.09.30	13:45:00	3824.826	3829.967	3822.479	3824.163	6820	0	160
2025.09.30	14:00:00	3824.032	3847.082	3820.381	3843.738	7777	0	160
2025.09.30	14:15:00	3843.789	3852.639	3842.529	3844.025	8200	0	160
2025.09.30	14:30:00	3844.067	3850.195	3842.657	3849.812	7356	0	160
2025.09.30	14:45:00	3849.846	3854.543	3845.584	3854.076	5727	0	160
2025.09.30	15:00:00	3854.030	3854.255	3832.506	3835.327	8551	0	160
2025.09.30	15:15:00	3835.357	3839.888	3831.177	3835.109	8523	0	160
2025.09.30	15:30:00	3835.066	3841.622	3834.450	3838.706	6351	0	160
2025.09.30	15:45:00	3838.763	3840.445	3835.299	3839.035	5334	0	160
2025.09.30	16:00:00	3839.001	3844.756	3837.779	3843.179	4019	0	160
2025.09.30	16:15:00	3843.168	3844.259	3840.714	3843.749	3650	0	160
2025.09.30	16:30:00	3843.850	3846.011	3842.554	3845.523	2653	0	160
2025.09.30	16:45:00	3845.532	3847.963	3844.967	3845.911	2318	0	160
2025.09.30	17:00:00	3845.950	3847.534	3843.704	3845.506	2222	0	160
2025.09.30	17:15:00	3845.531	3848.696	3845.132	3845.627	2580	0	160
2025.09.30	17:30:00	3845.666	3849.320	3844.608	3845.973	2599	0	160
2025.09.30	17:45:00	3845.916	3846.374	3842.655	3844.106	2322	0	160
2025.09.30	18:00:00	3844.094	3844.870	3839.656	3841.033	2171	0	160
2025.09.30	18:15:00	3841.052	3846.418	3840.501	3846.074	2180	0	160
2025.09.30	18:30:00	3846.093	3846.497	3843.751	3845.555	1830	0	160
2025.09.30	18:45:00	3845.609	3848.983	3845.096	3847.902	1601	0	160
2025.09.30	19:00:00	3847.933	3850.711	3847.115	3850.184	1952	0	160
2025.09.30	19:15:00	3850.194	3854.730	3850.117	3853.270	1765	0	160
2025.09.30	19:30:00	3853.259	3855.461	3853.259	3855.006	1461	0	160
2025.09.30	19:45:00	3855.091	3860.808	3854.366	3859.050	2677	0	160
2025.09.30	20:00:00	3859.090	3859.231	3850.714	3853.159	3059	0	160
2025.09.30	20:15:00	3853.116	3855.501	3852.213	3855.310	1791	0	160
2025.09.30	20:30:00	3855.310	3858.973	3854.772	3856.686	1762	0	160
2025.09.30	20:45:00	3856.736	3860.108	3855.661	3858.857	1488	0	160
2025.09.30	22:00:00	3857.224	3861.403	3856.779	3859.759	1602	0	160
2025.09.30	22:15:00	3859.730	3860.681	3854.640	3854.640	2105	0	160
2025.09.30	22:30:00	3854.686	3859.330	3854.686	3859.187	1999	0	160
2025.09.30	22:45:00	3859.286	3861.047	3858.772	3860.002	1261	0	160
2025.09.30	23:00:00	3860.046	3862.270	3860.046	3861.732	1318	0	160
2025.09.30	23:15:00	3861.849	3862.277	3860.434	3861.580	942	0	160
2025.09.30	23:30:00	3861.580	3861.980	3860.098	3861.549	1082	0	160
2025.09.30	23:45:00	3861.561	3863.062	3861.045	3862.927	1349	0	160
2025.10.01	00:00:00	3862.940	3865.219	3862.349	3865.103	1775	0	160
2025.10.01	00:15:00	3865.103	3865.365	3861.296	3861.296	1591	0	160
2025.10.01	00:30:00	3861.201	3864.860	3858.560	3863.631	2592	0	160
2025.10.01	00:45:00	3863.650	3864.205	3860.545	3860.594	1736	0	160
2025.10.01	01:00:00	3860.495	3863.125	3859.018	3862.362	2200	0	160
2025.10.01	01:15:00	3862.379	3865.221	3861.444	3864.920	2399	0	160
2025.10.01	01:30:00	3865.027	3866.290	3863.784	3865.978	1701	0	160
2025.10.01	01:45:00	3866.035	3869.029	3865.474	3868.905	2203	0	160
2025.10.01	02:00:00	3868.859	3875.562	3867.218	3867.612	5071	0	160
2025.10.01	02:15:00	3867.649	3870.679	3864.640	3866.221	3550	0	160
2025.10.01	02:30:00	3866.173	3867.421	3864.284	3865.792	2759	0	160
2025.10.01	02:45:00	3865.799	3866.940	3858.013	3863.374	3635	0	160
2025.10.01	03:00:00	3863.274	3866.372	3859.111	3862.087	3705	0	160
2025.10.01	03:15:00	3862.144	3864.143	3861.294	3863.680	2025	0	160
2025.10.01	03:30:00	3863.715	3864.377	3855.514	3863.889	4040	0	160
2025.10.01	03:45:00	3863.845	3864.866	3860.670	3862.027	2388	0	160
2025.10.01	04:00:00	3862.001	3864.578	3858.261	3860.820	2480	0	160
2025.10.01	04:15:00	3860.784	3862.703	3860.025	3861.017	1762	0	160
2025.10.01	04:30:00	3861.025	3861.472	3857.379	3858.824	2156	0	160
2025.10.01	04:45:00	3858.838	3865.015	3858.838	3864.930	1950	0	160
2025.10.01	05:00:00	3864.915	3869.876	3863.255	3864.167	3883	0	160
2025.10.01	05:15:00	3864.221	3868.540	3864.221	3865.788	2425	0	160
2025.10.01	05:30:00	3865.784	3866.559	3862.591	3862.821	1958	0	160
2025.10.01	05:45:00	3862.856	3864.271	3862.050	3863.517	2152	0	160
2025.10.01	06:00:00	3863.463	3864.403	3858.486	3858.604	2970	0	160
2025.10.01	06:15:00	3858.566	3861.902	3853.334	3861.902	3720	0	160
2025.10.01	06:30:00	3861.927	3864.886	3859.117	3863.828	3005	0	160
2025.10.01	06:45:00	3863.824	3864.902	3857.799	3859.107	3210	0	160
2025.10.01	07:00:00	3859.180	3867.205	3858.935	3866.666	3346	0	160
2025.10.01	07:15:00	3866.747	3871.508	3865.981	3870.840	2993	0	160
2025.10.01	07:30:00	3870.880	3874.083	3868.149	3868.963	3732	0	160
2025.10.01	07:45:00	3868.926	3879.880	3868.858	3879.199	3270	0	160
2025.10.01	08:00:00	3879.237	3889.136	3879.002	3888.141	4952	0	160
2025.10.01	08:15:00	3888.098	3895.362	3887.896	3891.896	4509	0	160
2025.10.01	08:30:00	3891.803	3893.920	3887.894	3891.864	4499	0	160
2025.10.01	08:45:00	3891.892	3893.737	3890.399	3892.901	2526	0	160
2025.10.01	09:00:00	3892.921	3895.235	3891.871	3893.815	2179	0	160
2025.10.01	09:15:00	3893.813	3894.004	3884.424	3886.068	3699	0	160
2025.10.01	09:30:00	3886.158	3891.049	3883.602	3888.733	3439	0	160
2025.10.01	09:45:00	3888.765	3891.599	3885.383	3888.986	2628	0	160
2025.10.01	10:00:00	3889.008	3889.540	3885.697	3888.979	2632	0	160
2025.10.01	10:15:00	3888.868	3889.543	3886.313	3886.499	2832	0	160
2025.10.01	10:30:00	3886.454	3887.829	3885.145	3887.389	2347	0	160
2025.10.01	10:45:00	3887.350	3889.613	3886.146	3887.524	2002	0	160
2025.10.01	11:00:00	3887.635	3888.449	3881.124	3883.143	2659	0	160
2025.10.01	11:15:00	3883.116	3885.427	3881.909	3881.987	2462	0	160
2025.10.01	11:30:00	3881.953	3882.607	3878.059	3881.890	2815	0	160
2025.10.01	11:45:00	3881.922	3884.458	3881.041	3883.512	2498	0	160
2025.10.01	12:00:00	3883.621	3885.466	3881.466	3884.498	3208	0	160
2025.10.01	12:15:00	3884.265	3891.122	3875.378	3877.818	9750	0	160
2025.10.01	12:30:00	3877.803	3880.856	3871.840	3875.178	9194	0	160
2025.10.01	12:45:00	3875.141	3877.174	3864.487	3870.377	7822	0	160
2025.10.01	13:00:00	3870.407	3874.194	3865.312	3865.648	6537	0	160
2025.10.01	13:15:00	3865.612	3870.365	3863.693	3869.885	6158	0	160
2025.10.01	13:30:00	3869.853	3877.199	3868.881	3872.460	9594	0	160
2025.10.01	13:45:00	3872.418	3874.607	3867.692	3872.974	6475	0	160
2025.10.01	14:00:00	3872.906	3875.986	3867.581	3870.258	7658	0	160
2025.10.01	14:15:00	3870.228	3875.913	3869.039	3875.276	5288	0	160
2025.10.01	14:30:00	3875.309	3878.806	3874.534	3877.112	3792	0	160
2025.10.01	14:45:00	3877.069	3878.233	3856.165	3873.036	16960	0	160
2025.10.01	15:00:00	3872.989	3876.800	3866.454	3869.261	9362	0	160
2025.10.01	15:15:00	3869.224	3869.807	3859.373	3859.634	8448	0	160
2025.10.01	15:30:00	3859.679	3866.165	3858.040	3864.457	5978	0	160
2025.10.01	15:45:00	3864.503	3869.629	3863.341	3868.393	4154	0	160
2025.10.01	16:00:00	3868.365	3869.309	3860.716	3867.290	4226	0	160
2025.10.01	16:15:00	3867.189	3870.772	3866.734	3870.375	2881	0	160
2025.10.01	16:30:00	3870.416	3871.545	3869.387	3870.591	2379	0	160
2025.10.01	16:45:00	3870.671	3871.554	3869.413	3870.869	2125	0	160
2025.10.01	17:00:00	3870.841	3871.368	3868.565	3869.864	1964	0	160
2025.10.01	17:15:00	3869.895	3871.887	3868.842	3870.783	2100	0	160
2025.10.01	17:30:00	3870.818	3871.376	3863.819	3864.217	2315	0	160
2025.10.01	17:45:00	3864.243	3865.070	3860.643	3860.847	2872	0	160
2025.10.01	18:00:00	3860.842	3860.949	3854.868	3859.775	4725	0	160
2025.10.01	18:15:00	3859.750	3864.982	3859.431	3863.010	2849	0	160
2025.10.01	18:30:00	3863.021	3866.319	3858.039	3859.458	3892	0	160
2025.10.01	18:45:00	3859.432	3863.912	3859.204	3862.126	2761	0	160
2025.10.01	19:00:00	3862.123	3866.009	3861.305	3865.851	2305	0	160
2025.10.01	19:15:00	3865.809	3866.669	3863.566	3864.672	2444	0	160
2025.10.01	19:30:00	3864.707	3869.245	3864.083	3869.102	2056	0	160
2025.10.01	19:45:00	3869.111	3871.039	3866.235	3867.767	2760	0	160
2025.10.01	20:00:00	3867.731	3867.883	3860.262	3862.286	2265	0	160
2025.10.01	20:15:00	3862.283	3863.632	3860.829	3863.388	1466	0	160
2025.10.01	20:30:00	3863.388	3865.105	3862.844	3863.578	1312	0	160
2025.10.01	20:45:00	3863.621	3865.078	3863.135	3864.607	1093	0	160
2025.10.01	22:00:00	3867.707	3867.766	3861.203	3862.988	1887	0	160
2025.10.01	22:15:00	3863.053	3863.587	3858.612	3860.148	1515	0	160
2025.10.01	22:30:00	3860.138	3862.800	3859.192	3862.650	1433	0	160
2025.10.01	22:45:00	3862.723	3864.099	3861.632	3862.103	960	0	160
2025.10.01	23:00:00	3862.065	3864.516	3861.488	3862.379	1557	0	160
2025.10.01	23:15:00	3862.399	3866.616	3861.712	3865.657	1348	0	160
2025.10.01	23:30:00	3865.711	3866.144	3857.474	3860.894	2911	0	160
2025.10.01	23:45:00	3860.939	3865.257	3860.696	3863.518	2370	0	160
2025.10.02	00:00:00	3863.475	3863.781	3857.537	3858.452	3499	0	160
2025.10.02	00:15:00	3858.405	3860.856	3856.373	3858.104	2788	0	160
2025.10.02	00:30:00	3858.077	3859.810	3857.019	3858.344	1823	0	160
2025.10.02	00:45:00	3858.344	3861.317	3855.925	3856.078	2434	0	160
2025.10.02	01:00:00	3856.042	3860.321	3852.832	3859.689	4571	0	160
2025.10.02	01:15:00	3859.654	3864.906	3858.014	3863.903	2565	0	160
2025.10.02	01:30:00	3863.873	3865.165	3862.931	3863.204	1968	0	160
2025.10.02	01:45:00	3863.184	3865.101	3862.485	3865.041	1585	0	160
2025.10.02	02:00:00	3865.080	3869.954	3861.572	3869.772	2860	0	160
2025.10.02	02:15:00	3869.735	3870.021	3862.268	3864.033	2936	0	160
2025.10.02	02:30:00	3863.928	3865.491	3863.081	3864.858	1793	0	160
2025.10.02	02:45:00	3864.900	3867.437	3864.186	3866.197	1428	0	160
2025.10.02	03:00:00	3866.157	3869.044	3865.049	3868.939	1543	0	160
2025.10.02	03:15:00	3868.987	3869.416	3866.832	3867.238	1540	0	160
2025.10.02	03:30:00	3867.235	3867.266	3863.920	3864.659	1651	0	160
2025.10.02	03:45:00	3864.616	3867.174	3864.288	3866.587	1394	0	160
2025.10.02	04:00:00	3866.587	3867.714	3865.104	3865.693	1369	0	160
2025.10.02	04:15:00	3865.697	3866.647	3864.936	3866.082	837	0	160
2025.10.02	04:30:00	3866.081	3866.515	3863.734	3864.793	1141	0	160
2025.10.02	04:45:00	3864.785	3864.785	3861.799	3864.164	1155	0	160
2025.10.02	05:00:00	3864.237	3868.793	3864.179	3868.112	1870	0	160
2025.10.02	05:15:00	3868.110	3871.354	3867.550	3869.456	1606	0	160
2025.10.02	05:30:00	3869.448	3869.626	3866.171	3868.127	1707	0	160
2025.10.02	05:45:00	3868.121	3869.042	3866.663	3867.739	1505	0	160
2025.10.02	06:00:00	3867.830	3872.021	3866.730	3871.863	2163	0	160
2025.10.02	06:15:00	3871.870	3874.265	3871.585	3871.880	2118	0	160
2025.10.02	06:30:00	3871.936	3874.287	3870.395	3870.652	2116	0	160
2025.10.02	06:45:00	3870.609	3870.609	3862.059	3864.211	3211	0	160
2025.10.02	07:00:00	3864.167	3873.353	3863.664	3873.204	3352	0	160
2025.10.02	07:15:00	3873.225	3874.894	3863.368	3864.735	3722	0	160
2025.10.02	07:30:00	3864.709	3866.669	3861.697	3865.876	3715	0	160
2025.10.02	07:45:00	3865.905	3869.508	3864.374	3868.558	3441	0	160
2025.10.02	08:00:00	3868.459	3869.048	3864.587	3867.040	3796	0	160
2025.10.02	08:15:00	3867.016	3870.609	3866.202	3869.723	1885	0	160
2025.10.02	08:30:00	3869.635	3875.617	3869.080	3875.238	2459	0	160
2025.10.02	08:45:00	3875.287	3878.719	3873.635	3874.634	2181	0	160
2025.10.02	09:00:00	3874.594	3878.370	3873.352	3875.581	2391	0	160
2025.10.02	09:15:00	3875.622	3878.189	3874.232	3875.340	1950	0	160
2025.10.02	09:30:00	3875.315	3879.340	3875.232	3877.787	2430	0	160
2025.10.02	09:45:00	3877.678	3879.796	3875.602	3879.118	2072	0	160
2025.10.02	10:00:00	3879.108	3880.336	3875.729	3876.076	1846	0	160
2025.10.02	10:15:00	3876.121	3883.784	3876.083	3882.307	2312	0	160
2025.10.02	10:30:00	3882.254	3883.201	3878.856	3881.025	2114	0	160
2025.10.02	10:45:00	3880.998	3882.358	3879.124	3881.722	1727	0	160
2025.10.02	11:00:00	3881.769	3883.646	3879.752	3883.295	2004	0	160
2025.10.02	11:15:00	3883.291	3885.384	3882.844	3883.600	1824	0	160
2025.10.02	11:30:00	3883.591	3885.823	3881.985	3884.862	2479	0	160
2025.10.02	11:45:00	3884.821	3886.683	3882.627	3886.313	2348	0	160
2025.10.02	12:00:00	3886.277	3892.014	3885.036	3886.503	3691	0	160
2025.10.02	12:15:00	3886.542	3886.697	3880.051	3882.907	4804	0	160
2025.10.02	12:30:00	3882.938	3888.513	3881.421	3882.626	4365	0	160
2025.10.02	12:45:00	3882.649	3884.899	3880.665	3884.458	4021	0	160
2025.10.02	13:00:00	3884.524	3892.013	3884.524	3890.915	4700	0	160
2025.10.02	13:15:00	3890.952	3893.796	3887.148	3893.712	4036	0	160
2025.10.02	13:30:00	3893.746	3897.154	3880.829	3883.075	9834	0	160
2025.10.02	13:45:00	3883.075	3887.496	3873.453	3875.233	8751	0	160
2025.10.02	14:00:00	3875.289	3876.843	3869.476	3871.428	10441	0	160
2025.10.02	14:15:00	3871.463	3872.019	3857.669	3863.839	9021	0	160
2025.10.02	14:30:00	3863.813	3866.038	3836.405	3838.172	15390	0	160
2025.10.02	14:45:00	3838.140	3840.993	3825.281	3839.933	16063	0	160
2025.10.02	15:00:00	3839.830	3844.850	3830.664	3836.588	13456	0	160
2025.10.02	15:15:00	3836.564	3839.460	3829.384	3835.931	9779	0	160
2025.10.02	15:30:00	3835.878	3835.878	3819.335	3834.818	9889	0	160
2025.10.02	15:45:00	3834.858	3836.218	3826.725	3828.364	8431	0	160
2025.10.02	16:00:00	3828.316	3840.217	3827.101	3838.140	6705	0	160
2025.10.02	16:15:00	3838.108	3844.802	3835.401	3838.000	6379	0	160
2025.10.02	16:30:00	3838.037	3843.488	3835.341	3843.006	5745	0	160
2025.10.02	16:45:00	3843.037	3845.339	3840.510	3844.819	4497	0	160
2025.10.02	17:00:00	3844.856	3847.491	3842.874	3845.611	3745	0	160
2025.10.02	17:15:00	3845.662	3847.933	3842.532	3844.472	4214	0	160
2025.10.02	17:30:00	3844.541	3846.804	3841.335	3842.482	3687	0	160
2025.10.02	17:45:00	3842.502	3846.156	3840.611	3844.287	2991	0	160
2025.10.02	18:00:00	3844.288	3847.190	3843.404	3845.997	2684	0	160
2025.10.02	18:15:00	3845.953	3847.532	3845.321	3847.226	1917	0	160
2025.10.02	18:30:00	3847.234	3848.540	3846.311	3848.148	1578	0	160
2025.10.02	18:45:00	3848.133	3851.560	3847.863	3850.866	1700	0	160
2025.10.02	19:00:00	3850.901	3858.736	3850.484	3854.394	3103	0	160
2025.10.02	19:15:00	3854.441	3859.104	3854.441	3857.107	2426	0	160
2025.10.02	19:30:00	3857.109	3858.061	3855.463	3856.262	1837	0	160
2025.10.02	19:45:00	3856.232	3857.046	3852.922	3855.554	2252	0	160
2025.10.02	20:00:00	3855.603	3859.353	3854.502	3857.231	1705	0	160
2025.10.02	20:15:00	3857.205	3857.570	3855.935	3856.186	955	0	160
2025.10.02	20:30:00	3856.211	3856.869	3854.763	3855.182	1024	0	160
2025.10.02	20:45:00	3855.188	3855.884	3853.517	3855.423	968	0	160
2025.10.02	22:00:00	3856.811	3858.469	3852.982	3853.290	1262	0	160
2025.10.02	22:15:00	3853.266	3855.661	3852.146	3854.429	1391	0	160
2025.10.02	22:30:00	3854.470	3857.985	3854.144	3857.495	1168	0	160
2025.10.02	22:45:00	3857.509	3858.495	3856.384	3857.118	921	0	160
2025.10.02	23:00:00	3857.074	3858.625	3857.048	3857.606	1006	0	160
2025.10.02	23:15:00	3857.639	3858.865	3856.816	3858.478	899	0	160
2025.10.02	23:30:00	3858.385	3862.861	3858.072	3862.004	1735	0	160
2025.10.02	23:45:00	3862.008	3863.804	3861.440	3862.410	1568	0	160
2025.10.03	00:00:00	3862.365	3862.779	3857.264	3861.287	2506	0	160
2025.10.03	00:15:00	3861.246	3862.235	3857.534	3858.702	2507	0	160
2025.10.03	00:30:00	3858.650	3859.262	3856.416	3858.405	1941	0	160
2025.10.03	00:45:00	3858.395	3859.174	3856.395	3856.949	1605	0	160
2025.10.03	01:00:00	3856.906	3862.622	3853.327	3856.649	4639	0	160
2025.10.03	01:15:00	3856.641	3857.497	3850.366	3851.585	3375	0	160
2025.10.03	01:30:00	3851.616	3856.279	3847.308	3856.111	3688	0	160
2025.10.03	01:45:00	3856.140	3859.892	3854.649	3858.458	2904	0	160
2025.10.03	02:00:00	3858.424	3859.107	3855.400	3856.012	2041	0	160
2025.10.03	02:15:00	3856.011	3857.877	3854.163	3855.124	2108	0	160
2025.10.03	02:30:00	3855.092	3855.405	3849.300	3849.680	2391	0	160
2025.10.03	02:45:00	3849.641	3852.387	3847.620	3848.159	2059	0	160
2025.10.03	03:00:00	3848.129	3850.975	3844.965	3847.584	2694	0	160
2025.10.03	03:15:00	3847.561	3848.851	3839.774	3839.924	3704	0	160
2025.10.03	03:30:00	3839.955	3842.312	3838.019	3840.828	3913	0	160
2025.10.03	03:45:00	3840.781	3843.861	3839.274	3842.757	2920	0	160
2025.10.03	04:00:00	3842.711	3845.816	3841.608	3845.284	2011	0	160
2025.10.03	04:15:00	3845.222	3848.294	3843.240	3844.825	2030	0	160
2025.10.03	04:30:00	3844.845	3845.928	3843.063	3845.161	2150	0	160
2025.10.03	04:45:00	3845.158	3845.263	3843.248	3843.951	1595	0	160
2025.10.03	05:00:00	3843.970	3850.704	3843.836	3850.670	2681	0	160
2025.10.03	05:15:00	3850.705	3855.337	3850.370	3854.036	3092	0	160
2025.10.03	05:30:00	3854.127	3857.876	3854.032	3855.617	2675	0	160
2025.10.03	05:45:00	3855.580	3859.214	3853.301	3855.053	2401	0	160
2025.10.03	06:00:00	3855.015	3859.274	3850.842	3859.121	3206	0	160
2025.10.03	06:15:00	3859.160	3860.733	3858.368	3860.703	2116	0	160
2025.10.03	06:30:00	3860.644	3861.014	3857.632	3858.046	2598	0	160
2025.10.03	06:45:00	3858.096	3859.338	3855.333	3859.182	2463	0	160
2025.10.03	07:00:00	3859.168	3860.973	3856.972	3858.649	2480	0	160
2025.10.03	07:15:00	3858.691	3863.023	3857.731	3862.810	2628	0	160
2025.10.03	07:30:00	3862.853	3865.313	3861.335	3864.420	1973	0	160
2025.10.03	07:45:00	3864.455	3865.262	3862.663	3864.227	1479	0	160
2025.10.03	08:00:00	3864.196	3865.705	3861.301	3861.734	1940	0	160
2025.10.03	08:15:00	3861.770	3863.526	3860.168	3862.836	1976	0	160
2025.10.03	08:30:00	3862.823	3863.738	3861.434	3863.017	1689	0	160
2025.10.03	08:45:00	3863.060	3865.430	3860.613	3864.755	1749	0	160
2025.10.03	09:00:00	3864.735	3864.946	3859.827	3860.737	1776	0	160
2025.10.03	09:15:00	3860.738	3861.059	3856.834	3859.290	2004	0	160
2025.10.03	09:30:00	3859.330	3860.853	3857.978	3859.915	1645	0	160
2025.10.03	09:45:00	3859.951	3864.777	3858.590	3864.218	1662	0	160
2025.10.03	10:00:00	3864.221	3865.814	3863.481	3865.345	1727	0	160
2025.10.03	10:15:00	3865.373	3866.285	3862.371	3863.357	1819	0	160
2025.10.03	10:30:00	3863.335	3867.570	3862.072	3865.547	2580	0	160
2025.10.03	10:45:00	3865.539	3867.702	3863.584	3865.886	2793	0	160
2025.10.03	11:00:00	3865.866	3867.140	3862.114	3862.415	2713	0	160
2025.10.03	11:15:00	3862.393	3862.393	3857.511	3858.826	3602	0	160
2025.10.03	11:30:00	3858.798	3861.141	3854.689	3860.010	3662	0	160
2025.10.03	11:45:00	3859.987	3864.477	3859.091	3862.112	2555	0	160
2025.10.03	12:00:00	3862.141	3864.246	3860.740	3864.229	2661	0	160
2025.10.03	12:15:00	3864.241	3865.156	3860.448	3863.744	2992	0	160
2025.10.03	12:30:00	3863.786	3870.736	3862.861	3870.692	4307	0	160
2025.10.03	12:45:00	3870.723	3874.961	3869.366	3873.788	3848	0	160
2025.10.03	13:00:00	3873.897	3877.840	3870.031	3877.164	4617	0	160
2025.10.03	13:15:00	3877.214	3884.527	3875.852	3880.997	4484	0	160
2025.10.03	13:30:00	3880.972	3887.511	3872.684	3886.838	9118	0	160
2025.10.03	13:45:00	3886.799	3890.651	3880.272	3882.551	8726	0	160
2025.10.03	14:00:00	3882.607	3885.969	3866.235	3867.244	11838	0	160
2025.10.03	14:15:00	3867.200	3879.974	3866.875	3879.206	9577	0	160
2025.10.03	14:30:00	3879.165	3880.144	3872.460	3874.850	7696	0	160
2025.10.03	14:45:00	3874.881	3881.400	3874.061	3879.616	6756	0	160
2025.10.03	15:00:00	3879.585	3882.031	3873.882	3880.372	6071	0	160
2025.10.03	15:15:00	3880.493	3889.049	3878.159	3887.608	5015	0	160
2025.10.03	15:30:00	3887.654	3888.928	3883.995	3886.691	4895	0	160
2025.10.03	15:45:00	3886.735	3891.671	3885.283	3889.440	3642	0	160
2025.10.03	16:00:00	3889.474	3889.788	3884.225	3886.250	3952	0	160
2025.10.03	16:15:00	3886.309	3886.563	3880.480	3882.701	3712	0	160
2025.10.03	16:30:00	3882.738	3884.303	3880.916	3882.238	3062	0	160
2025.10.03	16:45:00	3882.201	3884.710	3880.604	3883.629	2391	0	160
2025.10.03	17:00:00	3883.676	3885.044	3880.733	3883.633	3278	0	160
2025.10.03	17:15:00	3883.608	3886.016	3883.297	3883.576	2935	0	160
2025.10.03	17:30:00	3883.672	3885.732	3881.306	3884.689	3194	0	160
2025.10.03	17:45:00	3884.601	3885.180	3876.883	3881.954	4352	0	160
2025.10.03	18:00:00	3882.021	3885.122	3879.920	3882.399	3767	0	160
2025.10.03	18:15:00	3882.437	3885.125	3881.495	3884.330	2295	0	160
2025.10.03	18:30:00	3884.379	3889.183	3884.257	3888.208	2346	0	160
2025.10.03	18:45:00	3888.253	3888.958	3884.593	3886.012	2651	0	160
2025.10.03	19:00:00	3886.070	3888.194	3883.509	3887.634	2897	0	160
2025.10.03	19:15:00	3887.609	3888.627	3885.740	3886.737	1774	0	160
2025.10.03	19:30:00	3886.721	3888.907	3885.928	3886.803	1762	0	160
2025.10.03	19:45:00	3886.803	3889.136	3884.542	3885.568	2645	0	160
2025.10.03	20:00:00	3885.537	3887.228	3884.667	3885.125	1480	0	160
2025.10.03	20:15:00	3885.114	3885.197	3883.623	3884.474	905	0	160
2025.10.03	20:30:00	3884.476	3885.045	3882.845	3884.807	1178	0	160
2025.10.03	20:45:00	3884.858	3887.045	3884.271	3887.045	1125	0	160
2025.10.05	22:00:00	3888.624	3891.006	3884.034	3890.336	2548	0	160
2025.10.05	22:15:00	3890.382	3893.980	3888.097	3893.787	2783	0	160
2025.10.05	22:30:00	3893.748	3894.399	3890.146	3893.704	2297	0	160
2025.10.05	22:45:00	3893.697	3903.926	3892.683	3899.560	2336	0	160
2025.10.05	23:00:00	3899.787	3920.986	3898.418	3910.066	12568	0	160
2025.10.05	23:15:00	3910.080	3912.525	3907.209	3910.574	4976	0	160
2025.10.05	23:30:00	3910.618	3911.817	3907.830	3910.886	3616	0	160
2025.10.05	23:45:00	3910.928	3911.673	3907.813	3909.450	4035	0	160
2025.10.06	00:00:00	3909.487	3910.073	3900.335	3904.463	6390	0	160
2025.10.06	00:15:00	3904.409	3906.367	3898.936	3902.319	4693	0	160
2025.10.06	00:30:00	3902.291	3906.125	3900.588	3904.896	3782	0	160
2025.10.06	00:45:00	3904.873	3906.649	3899.966	3900.397	3481	0	160
2025.10.06	01:00:00	3900.435	3908.394	3899.673	3906.182	3231	0	160
2025.10.06	01:15:00	3906.226	3907.580	3901.221	3902.994	3373	0	160
2025.10.06	01:30:00	3902.942	3911.141	3902.314	3910.337	2979	0	160
2025.10.06	01:45:00	3910.234	3918.338	3909.103	3917.905	3271	0	160
2025.10.06	02:00:00	3917.975	3924.658	3917.537	3923.812	5091	0	160
2025.10.06	02:15:00	3923.817	3923.817	3920.342	3921.843	2611	0	160
2025.10.06	02:30:00	3921.788	3923.292	3918.690	3922.959	2273	0	160
2025.10.06	02:45:00	3923.023	3923.207	3919.635	3921.013	2259	0	160
2025.10.06	03:00:00	3920.964	3926.652	3919.861	3921.955	2693	0	160
2025.10.06	03:15:00	3921.987	3925.029	3920.285	3921.842	2499	0	160
2025.10.06	03:30:00	3921.803	3929.310	3921.465	3928.608	3063	0	160
2025.10.06	03:45:00	3928.572	3932.041	3928.062	3929.569	3223	0	160
2025.10.06	04:00:00	3929.584	3933.386	3928.730	3929.421	3389	0	160
2025.10.06	04:15:00	3929.477	3934.519	3928.811	3933.757	2753	0	160
2025.10.06	04:30:00	3933.784	3939.973	3932.333	3939.928	3647	0	160
2025.10.06	04:45:00	3939.875	3940.343	3935.156	3938.731	3448	0	160
